cod_zona_iso,nombre,cod_ine,municipio,provincia,indicativo,fecha,tmax,tmin,tmed,calor,anomalia_tmax,frio,anomalia_tmin,color,anomalia_tmax_norm,anomalia_tmax_text,frecuencia,inicio_serie,year_inicio_serie,estacion
23-612303,Valle del Guadalquivir de Jaén,23903,Villatorres,Jaén,5270B,2024-06-16,31.2,15.9,23.6,cálido,"+2,1",muy frío,"-2,2",#fcbba1,"2,1","2,1º más de lo normal",456,1983-04-02,1983,Jaén
23-612303,Valle del Guadalquivir de Jaén,23049,Jabalquinto,Jaén,5164B,2024-06-16,32,15.7,23.8,cálido,"+1,1",normal,"+1,2",#fcbba1,"1,1","1,1º más de lo normal",153,2014-04-01,2014,Baeza
23-612303,Valle del Guadalquivir de Jaén,23050,Jaén,Jaén,5270B,2024-06-16,31.2,15.9,23.6,cálido,"+2,1",muy frío,"-2,2",#fcbba1,"2,1","2,1º más de lo normal",456,1983-04-02,1983,Jaén
23-612303,Valle del Guadalquivir de Jaén,23086,Torredelcampo,Jaén,5270B,2024-06-16,31.2,15.9,23.6,cálido,"+2,1",muy frío,"-2,2",#fcbba1,"2,1","2,1º más de lo normal",456,1983-04-02,1983,Jaén
23-612303,Valle del Guadalquivir de Jaén,23087,Torredonjimeno,Jaén,5270B,2024-06-16,31.2,15.9,23.6,cálido,"+2,1",muy frío,"-2,2",#fcbba1,"2,1","2,1º más de lo normal",456,1983-04-02,1983,Jaén
21-612102,Andévalo y Condado,21003,El Almendro,Huelva,4541X,2024-06-16,33.5,14,23.8,normal,"+0,1",frío,"-2,5",#ece6d9,"0,100000000000001","0,100000000000001º más de lo normal",291,2004-06-01,2004,El Granado
21-612102,Andévalo y Condado,21006,Alosno,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21011,Beas,Huelva,4575X,2024-06-16,33.3,12.3,22.8,normal,"+2,2",extremadamente frío,"-4,4",#ece6d9,"2,2","2,2º más de lo normal",182,2005-04-22,2005,Valverde del Camino
21-612102,Andévalo y Condado,21013,Bollullos Par del Condado,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21014,Bonares,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21015,Cabezas Rubias,Huelva,4584X,2024-06-16,32.4,13.3,22.9,cálido,"+1,7",extremadamente frío,"-3,2",#fcbba1,"1,7","1,7º más de lo normal",201,2008-02-14,2008,El Cerro de Andévalo
21-612102,Andévalo y Condado,21017,Calañas,Huelva,4575X,2024-06-16,33.3,12.3,22.8,normal,"+2,2",extremadamente frío,"-4,4",#ece6d9,"2,2","2,2º más de lo normal",182,2005-04-22,2005,Valverde del Camino
21-612102,Andévalo y Condado,21023,El Cerro de Andévalo,Huelva,4584X,2024-06-16,32.4,13.3,22.9,cálido,"+1,7",extremadamente frío,"-3,2",#fcbba1,"1,7","1,7º más de lo normal",201,2008-02-14,2008,El Cerro de Andévalo
21-612102,Andévalo y Condado,21030,Chucena,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21032,Escacena del Campo,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21035,Gibraleón,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21037,El Granado,Huelva,4541X,2024-06-16,33.5,14,23.8,normal,"+0,1",frío,"-2,5",#ece6d9,"0,100000000000001","0,100000000000001º más de lo normal",291,2004-06-01,2004,El Granado
21-612102,Andévalo y Condado,21040,Hinojos,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21047,Manzanilla,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21056,Paterna del Campo,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21057,Paymogo,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21058,Puebla de Guzmán,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21061,Rociana del Condado,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21063,San Bartolomé de la Torre,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21064,San Juan del Puerto,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21065,Sanlúcar de Guadiana,Huelva,4541X,2024-06-16,33.5,14,23.8,normal,"+0,1",frío,"-2,5",#ece6d9,"0,100000000000001","0,100000000000001º más de lo normal",291,2004-06-01,2004,El Granado
21-612102,Andévalo y Condado,21066,San Silvestre de Guzmán,Huelva,4541X,2024-06-16,33.5,14,23.8,normal,"+0,1",frío,"-2,5",#ece6d9,"0,100000000000001","0,100000000000001º más de lo normal",291,2004-06-01,2004,El Granado
21-612102,Andévalo y Condado,21068,Santa Bárbara de Casa,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21070,Trigueros,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21072,Valverde del Camino,Huelva,4575X,2024-06-16,33.3,12.3,22.8,normal,"+2,2",extremadamente frío,"-4,4",#ece6d9,"2,2","2,2º más de lo normal",182,2005-04-22,2005,Valverde del Camino
21-612102,Andévalo y Condado,21074,Villalba del Alcor,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21075,Villanueva de las Cruces,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21053,Niebla,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21054,La Palma del Condado,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21076,Villanueva de los Castillejos,Huelva,4589X,2024-06-16,30.9,12,21.4,normal,"+1,4",extremadamente frío,-3,#ece6d9,"1,4","1,4º más de lo normal",214,2008-02-14,2008,"Alosno, Tharsis"
21-612102,Andévalo y Condado,21077,Villarrasa,Huelva,4622X,2024-06-16,32.3,13.1,22.7,normal,"+1,3",frío,"-2,6",#ece6d9,"1,3","1,3º más de lo normal",159,2009-02-24,2009,Villarrasa
21-612102,Andévalo y Condado,21902,La Zarza-Perrunal,Huelva,4584X,2024-06-16,32.4,13.3,22.9,cálido,"+1,7",extremadamente frío,"-3,2",#fcbba1,"1,7","1,7º más de lo normal",201,2008-02-14,2008,El Cerro de Andévalo
06-700602,La Siberia extremeña,06017,Baterno,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06030,Capilla,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06033,Casas de Don Pedro,Badajoz,4340,2024-06-16,31.9,15.4,23.6,cálido,"+0,8",frío,-1,#fcbba1,"0,799999999999997","0,799999999999997º más de lo normal",214,1947-01-01,1947,Navalvillar de Pela
06-700602,La Siberia extremeña,06035,Castilblanco,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06048,Esparragosa de Lares,Badajoz,4340,2024-06-16,31.9,15.4,23.6,cálido,"+0,8",frío,-1,#fcbba1,"0,799999999999997","0,799999999999997º más de lo normal",214,1947-01-01,1947,Navalvillar de Pela
06-700602,La Siberia extremeña,06051,Fuenlabrada de los Montes,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06056,Garbayuela,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06057,Garlitos,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06062,Helechosa de los Montes,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06063,Herrera del Duque,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06091,Navalvillar de Pela,Badajoz,4340,2024-06-16,31.9,15.4,23.6,cálido,"+0,8",frío,-1,#fcbba1,"0,799999999999997","0,799999999999997º más de lo normal",214,1947-01-01,1947,Navalvillar de Pela
06-700602,La Siberia extremeña,06102,Puebla de Alcocer,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06114,Risco,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06118,Sancti-Spíritus,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06130,Tamurejo,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06137,Valdecaballeros,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06157,Villarta de los Montes,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06125,Siruela,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
06-700602,La Siberia extremeña,06127,Talarrubias,Badajoz,4244X,2024-06-16,31.4,14.4,22.9,cálido,"+1,2",frío,-1,#fcbba1,"1,2","1,2º más de lo normal",308,2001-01-24,2001,Herrera del Duque
11-611102,Campiña gaditana,11001,Alcalá de los Gazules,Cádiz,5983X,2024-06-16,26.6,14.5,20.6,frío,"-2,5",frío,"-2,5",#c6dbef,"2,5","2,5º menos de lo normal",332,2006-01-01,2006,Medina Sidonia
11-611102,Campiña gaditana,11003,Algar,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
11-611102,Campiña gaditana,11006,Arcos de la Frontera,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
11-611102,Campiña gaditana,11010,Bornos,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
11-611102,Campiña gaditana,11017,Espera,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
11-611102,Campiña gaditana,11020,Jerez de la Frontera,Cádiz,5960,2024-06-16,25.3,13.9,19.7,extremadamente frío,"-4,8",muy frío,"-2,1",#08306b,"4,8","4,8º menos de lo normal",NA,NA,NA,Jerez de la Frontera Aeropuerto
11-611102,Campiña gaditana,11023,Medina Sidonia,Cádiz,5983X,2024-06-16,26.6,14.5,20.6,frío,"-2,5",frío,"-2,5",#c6dbef,"2,5","2,5º menos de lo normal",332,2006-01-01,2006,Medina Sidonia
11-611102,Campiña gaditana,11025,Paterna de Rivera,Cádiz,5983X,2024-06-16,26.6,14.5,20.6,frío,"-2,5",frío,"-2,5",#c6dbef,"2,5","2,5º menos de lo normal",332,2006-01-01,2006,Medina Sidonia
11-611102,Campiña gaditana,11041,Villamartín,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
11-611102,Campiña gaditana,11901,Benalup-Casas Viejas,Cádiz,5983X,2024-06-16,26.6,14.5,20.6,frío,"-2,5",frío,"-2,5",#c6dbef,"2,5","2,5º menos de lo normal",332,2006-01-01,2006,Medina Sidonia
11-611102,Campiña gaditana,11902,San José del Valle,Cádiz,5950X,2024-06-16,28.7,15.8,22.3,muy frío,"-3,8",frío,"-2,8",#2171b5,"3,8","3,8º menos de lo normal",288,2008-08-28,2008,San José del Valle
45-684502,Valle del Tajo,45014,Añover de Tajo,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45102,Mocejón,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45168,Toledo,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45002,Alameda de la Sagra,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45003,Albarreal de Tajo,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45015,Arcicóllar,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45018,Barcience,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45019,Bargas,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45025,Cabañas de la Sagra,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45031,Camarena,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45032,Camarenilla,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45036,Carmena,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45038,Carranque,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45041,Casarrubios del Monte,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45047,Cedillo del Condado,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45051,Cobeja,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45056,Chozas de Canales,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45062,Escalonilla,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45064,Esquivias,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45066,Fuensalida,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45077,Huecas,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45081,Illescas,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45085,Lominchar,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45088,Magán,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45118,Novés,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45119,Numancia de la Sagra,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45122,Olías del Rey,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45127,Palomeque,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45128,Pantoja,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45136,La Puebla de Montalbán,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45145,Recas,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45147,Rielves,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45171,La Torre de Esteban Hambrán,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45173,Torrijos,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45176,Ugena,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45180,Valmojado,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45183,Las Ventas de Retamosa,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45188,Villaluenga de la Sagra,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45189,Villamiel de Toledo,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45199,El Viso de San Juan,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45201,Yeles,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45203,Yuncler,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45204,Yunclillos,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45205,Yuncos,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45901,Santo Domingo-Caudilla,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45021,Borox,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45024,Burujón,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45069,Gerindote,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45070,Guadamur,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45099,Méntrida,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45133,Polán,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
45-684502,Valle del Tajo,45134,Portillo de Toledo,Toledo,3260B,2024-06-16,31.7,15,23.4,normal,0,frío,"-0,8",#ece6d9,0,0º menos de lo normal,605,1982-02-01,1982,Toledo
